Time,In Bit Rate,Out Bit Rate
4.May 06:50,1647945.84,1639635.49
4.May 06:55,827534.91,820026.4
4.May 07:00,943381.57,935866.64
4.May 07:05,1130915.52,1123474.24
4.May 07:10,910207.23,900818.11
4.May 07:15,880851.44,871296.59
4.May 07:20,2325938.56,2317800.69
4.May 07:25,1227112.75,1218193.44
4.May 07:30,954059.68,944748.93
4.May 07:35,1650492.03,1641369.33
4.May 07:40,1226698.16,1218577.41
4.May 07:45,822173.07,813563.71
4.May 07:50,1723619.23,1713916.61
4.May 07:55,934315.89,925349.07
4.May 08:00,915901.92,906397.49
4.May 08:05,1706005.57,1696367.12
4.May 08:10,1164062.05,1154221.41
4.May 08:15,972699.68,964870.85
4.May 08:20,1124859.65,1111920.93
4.May 08:25,1107959.09,1097617.76
4.May 08:30,1246288.32,1236374.24
4.May 08:35,1207146.37,1196530.35
4.May 08:40,1228634.13,1217904.35
4.May 08:45,1153025.15,1140147.33
4.May 08:50,1162549.87,1150714.91
4.May 08:55,1129411.49,1117527.89
4.May 09:00,1005785.57,995537.73
4.May 09:05,1963064.35,1950658.08
4.May 09:10,1235826.51,1223517.49
4.May 09:15,1331727.07,1320194.72
4.May 09:20,1414914.35,1403078.56
4.May 09:25,1103820.96,1092276.03
4.May 09:30,1265442.67,1254295.97
4.May 09:35,1221058.85,1210870.77
4.May 09:40,1187379.65,1176843.17
4.May 09:45,1008751.65,998191.87
4.May 09:50,1288655.79,1278372.4
4.May 09:55,1245584.13,1233908.8
4.May 10:00,1316396.48,1303767.87
4.May 10:05,2444877.12,2430304.37
4.May 10:10,1452775.76,1438989.12
4.May 10:15,1240686.32,1227770.91
4.May 10:20,1394076.85,1380908.48
4.May 10:25,1218339.31,1206401.95
4.May 10:30,1090978.96,1080810.11
4.May 10:35,2126393.63,2109503.49
4.May 10:40,1259596.61,1248711.63
4.May 10:45,1211449.09,1199002.69
4.May 10:50,1914116.83,1902886.88
4.May 10:55,1232990.77,1222512.64
4.May 11:00,1314005.25,1300786.99
4.May 11:05,2044950.05,2030078.88
4.May 11:10,1251051.01,1239470.96
4.May 11:15,1267798.21,1255456.69
4.May 11:20,1748128.53,1735053.84
4.May 11:25,4076122.64,4062326.37
4.May 11:30,2131057.95,2119913.81
4.May 11:35,1875156.03,1861777.12
4.May 11:40,1225613.2,1214548.99
4.May 11:45,1135334.83,1122023.92
4.May 11:50,2113534.77,2101179.55
4.May 11:55,2479622.91,2467573.23
4.May 12:00,1857845.95,1845755.6
4.May 12:05,1529701.81,1517354.77
4.May 12:10,1158407.73,1146365.87
4.May 12:15,1208839.28,1196957.31
4.May 12:20,1621615.36,1610528.53
4.May 12:25,1210081.41,1196129.28
4.May 12:30,1294936.4,1280960.72
4.May 12:35,1568689.09,1557483.28
4.May 12:40,1175664.05,1164446.96
4.May 12:45,1114215.23,1103604.88
4.May 12:50,1627055.89,1617132.59
4.May 12:55,1069728.69,1060218.56
4.May 13:00,1070047.73,1060506.64
4.May 13:05,2137187.89,2126615.2
4.May 13:10,1214199.65,1204617.09
4.May 13:15,1205818.48,1195496.69
4.May 13:20,1429830,1419210.05
4.May 13:25,1141599.23,1130442.03
4.May 13:30,1215360.24,1204120.32
4.May 13:35,1899835.04,1888692.05
4.May 13:40,1276145.17,1265093.41
4.May 13:45,1814089.63,1803111.81
4.May 13:50,1999075.79,1988426.13
4.May 13:55,1155526.59,1143223.73
4.May 14:00,1112548.32,1098984.03
4.May 14:05,1854966.05,1842291.28
4.May 14:10,1187600.32,1174571.12
4.May 14:15,1250261.28,1237508.37
4.May 14:20,2005513.84,1993636.75
4.May 14:25,1167314.75,1155682.75
4.May 14:30,1117621.6,1105517.89
4.May 14:35,2248875.63,2237276.61
4.May 14:40,1127513.15,1115963.76
4.May 14:45,1158238.91,1146363.89
4.May 14:50,1220266.69,1209540.61
4.May 14:55,1076438.43,1064496.51
4.May 15:00,937818.72,927652.53
4.May 15:05,1124343.47,1110713.01
4.May 15:10,1102399.95,1085917.39
4.May 15:15,1013230.67,1000909.47
4.May 15:20,1908891.79,1895538.16
4.May 15:25,1214929.39,1201975.01
4.May 15:30,1033267.6,1021910.77
4.May 15:35,3337329.84,3325007.87
4.May 15:40,1132609.79,1121125.49
4.May 15:45,1113701.73,1101175.63
4.May 15:50,1205169.28,1193060.99
4.May 15:55,1094244.27,1083488.45
4.May 16:00,1047294.69,1036366.16
4.May 16:05,3931187.63,3914694.05
4.May 16:10,1091250.05,1075173.17
4.May 16:15,1042738.05,1031466.83
4.May 16:20,1076279.41,1064724.51
4.May 16:25,964427.17,954649.31
4.May 16:30,971152.53,961232.83
4.May 16:35,1126849.25,1115290.13
4.May 16:40,1101849.41,1453722.45
4.May 16:45,1036087.71,1029121.87
4.May 16:50,1116524.03,1107319.33
4.May 16:55,953957.81,944711.57
4.May 17:00,1009350.4,997264.59
4.May 17:05,1125252.72,1105114.08
4.May 17:10,995383.92,985265.71
4.May 17:15,1056263.92,1045635.47
4.May 17:20,1027034.4,1017157.25
4.May 17:25,949755.68,938988.19
4.May 17:30,936221.28,926464.29
4.May 17:35,1138816.88,1129655.33
4.May 17:40,905074.21,897441.6
4.May 17:45,991685.87,981032.61
4.May 17:50,968882.37,959326.48
4.May 17:55,956682.32,947786.91
4.May 18:00,1000672.24,990660.29
4.May 18:05,1070851.28,1060992.83
4.May 18:10,934686.05,924280.75
4.May 18:15,977391.25,966971.84
4.May 18:20,981189.44,971923.68
4.May 18:25,922495.47,913700.61
4.May 18:30,2069667.97,2059293.84
4.May 18:35,2625043.09,2614014.85
4.May 18:40,1017710.08,1008109.17
4.May 18:45,1004709.31,995828.05
4.May 18:50,1764791.52,1755559.63
4.May 18:55,906658.53,898488.08
4.May 19:00,890807.71,882189.47
4.May 19:05,1826194.29,1817570.88
4.May 19:10,883606.45,874534.48
4.May 19:15,855621.2,846697.07
4.May 19:20,1250134.69,1241753.07
4.May 19:25,814432.91,807169.44
4.May 19:30,860294.59,852107.63
4.May 19:35,1135883.49,1127115.17
4.May 19:40,927483.44,918249.49
4.May 19:45,879583.65,870802.29
4.May 19:50,1069560.56,1061278.72
4.May 19:55,897964.19,889661.84
4.May 20:00,910729.41,901569.39
4.May 20:05,1422513.87,1411903.73
4.May 20:10,821860.8,814061.36
4.May 20:15,878865.57,870383.68
4.May 20:20,1032108.8,1021330.4
4.May 20:25,809792.27,801381.68
4.May 20:30,842053.68,829701.73
4.May 20:35,865026,855884.4
4.May 20:40,952230,942844.64
4.May 20:45,1005595.57,994914.21
4.May 20:50,1079977.84,1070233.55
4.May 20:55,977323.68,967496.83
4.May 21:00,920065.84,911437.36
4.May 21:05,1274221.79,1264613.25
4.May 21:10,878542.13,868331.25
4.May 21:15,871662.93,863365.63
4.May 21:20,1057541.12,1048439.87
4.May 21:25,880627.47,871122.37
4.May 21:30,922033.49,913227.47
4.May 21:35,1155604.83,1146597.44
4.May 21:40,958364.77,948890.59
4.May 21:45,925789.15,915828.75
4.May 21:50,2374227.01,2365336.64
4.May 21:55,1817696.85,1808029.47
4.May 22:00,897589.55,888709.95
4.May 22:05,1101644.83,1091792.88
4.May 22:10,1057963.12,1046919.31
4.May 22:15,2872303.28,2860374.85
4.May 22:20,1253308.16,1243318.67
4.May 22:25,930339.68,919558.59
4.May 22:30,833457.68,824285.52
4.May 22:35,968529.92,958893.92
4.May 22:40,918903.01,910915.76
4.May 22:45,852376.13,844036.51
4.May 22:50,1060682.53,1051331.65
4.May 22:55,864384.69,855176.77
4.May 23:00,1006160.16,996706.29
4.May 23:05,3166886.83,3152809.49
4.May 23:10,1016113.12,1005982.27
4.May 23:15,973239.01,963440.37
4.May 23:20,1151693.79,1141720.85
4.May 23:25,946985.57,936879.76
4.May 23:30,930075.01,920788.99
4.May 23:35,1132937.12,1122867.01
4.May 23:40,2916923.73,2907545.97
4.May 23:45,928114.64,918544.11
4.May 23:50,1124271.33,1113415.41
4.May 23:55,987893.89,977885.44
5.May 00:00,948500.99,938761.25
5.May 00:05,1127835.87,1116670.48
5.May 00:10,937514.93,928192.11
5.May 00:15,1000254.56,990159.63
5.May 00:20,1014969.76,1005127.17
5.May 00:25,1412002.96,1402958.51
5.May 00:30,2819451.31,2811118.85
5.May 00:35,2018410.75,2009805.79
5.May 00:40,875926.83,867502.72
5.May 00:45,896521.97,887515.25
5.May 00:50,828518.08,820875.65
5.May 00:55,814735.15,806161.2
5.May 01:00,839393.23,830728.99
5.May 01:05,1030845.01,1021641.63
5.May 01:10,845627.12,837253.92
5.May 01:15,902530.96,892834.61
5.May 01:20,946036.96,937360.88
5.May 01:25,840191.15,830653.52
5.May 01:30,777594.85,769266.91
5.May 01:35,828206.67,819735.25
5.May 01:40,808255.95,800783.57
5.May 01:45,856613.84,848004.88
5.May 01:50,914003.47,905131.65
5.May 01:55,884345.01,876037.6
5.May 02:00,822833.63,814685.44
5.May 02:05,917162.75,909695.81
5.May 02:10,892450.64,884530.75
5.May 02:15,2839851.55,2831073.33
5.May 02:20,1138128.19,1128964.11
5.May 02:25,828445.41,821216.35
5.May 02:30,815997.17,808293.76
5.May 02:35,815209.12,806328.35
5.May 02:40,797589.31,790122.53
5.May 02:45,796840.85,788923.12
5.May 02:50,921097.87,911876.16
5.May 02:55,812024.11,803788.35
5.May 03:00,3362162.03,3352683.39
5.May 03:05,3329179.25,3320234.13
5.May 03:10,828940.21,820097.07
5.May 03:15,786688.13,778725.97
5.May 03:20,903147.07,894335.41
5.May 03:25,853199.15,845167.15
5.May 03:30,794354.59,785577.49
5.May 03:35,753891.49,746498
5.May 03:40,827514.29,819851.09
5.May 03:45,2645804.53,2638119.07
5.May 03:50,883747.57,876200.69
5.May 03:55,839720.08,830971.25
5.May 04:00,798754.8,790321.47
5.May 04:05,902838.64,894454.69
5.May 04:10,826827.28,818542.32
5.May 04:15,785683.33,778694.8
5.May 04:20,771554.83,764414.37
5.May 04:25,799246.64,790357.68
5.May 04:30,769996.93,762250.37
5.May 04:35,888990.99,881655.92
5.May 04:40,810419.81,803458.27
5.May 04:45,838111.95,1196191.07
5.May 04:50,870980.48,862623.49
5.May 04:55,825046.4,818133.07
5.May 05:00,795239.44,788145.49
5.May 05:05,949826.24,941377.55
5.May 05:10,1494979.68,1486405.65
5.May 05:15,936545.09,1326795.39
5.May 05:20,1039753.28,1033776.75
5.May 05:25,849415.97,840946.48
5.May 05:30,818675.95,810970.4
5.May 05:35,846942.37,838660.45
5.May 05:40,899151.6,891830.59
5.May 05:45,849479.55,841391.97
5.May 05:50,1250862.16,1242021.36
5.May 05:55,927317.79,918304.24
5.May 06:00,879651.09,871127.28
5.May 06:05,1419999.17,1411390.16
5.May 06:10,904826.32,896221.71
5.May 06:15,983330.59,974632
5.May 06:20,2159526.24,2150905.12
5.May 06:25,993739.79,984557.89
5.May 06:30,887607.6,878326.91
5.May 06:35,2156478.11,2147821.31
5.May 06:40,1114046.19,1105230.67
5.May 06:45,942609.95,933519.12
5.May 06:50,927853.25,918945.15
5.May 06:55,912712.08,904053.55
5.May 07:00,939075.81,930107.44
5.May 07:05,1719740.88,1710506.32
5.May 07:10,947319.55,938125.2
5.May 07:15,903987.28,895010.8
5.May 07:20,1839786.67,1829947.63
5.May 07:25,1185220.88,1174630.16
5.May 07:30,1017277.87,1006693.31
5.May 07:35,1983999.36,1974488.35
5.May 07:40,1168503.89,1159254.43
5.May 07:45,910754.48,901936.19
5.May 07:50,2046747.87,2037010.99
5.May 07:55,976560.51,967420.93
5.May 08:00,991633.55,981048.67
5.May 08:05,1375380.59,1364832.29
5.May 08:10,1128600.51,1117372.51
5.May 08:15,1066600,1056848.85
5.May 08:20,2343615.52,2332165.49
5.May 08:25,3093924.99,3084029.28
5.May 08:30,1173932.61,1161024.93
5.May 08:35,1793984.96,1783611.87
5.May 08:40,1099632.37,1087695.73
5.May 08:45,1089386.51,1078781.92
5.May 08:50,1851940.43,1841448.53
5.May 08:55,1136260.21,1125850.21
5.May 09:00,2710691.97,2695910.21
5.May 09:05,1091937.49,1080880.8
5.May 09:10,1598082.67,1585901.57
5.May 09:15,1253389.63,1242970.99
5.May 09:20,3940934.8,3930101.68
5.May 09:25,1183419.76,1171086.59
5.May 09:30,1066748.99,1055689.81
5.May 09:35,1346185.01,1334193.95
5.May 09:40,1270367.65,1260385.01
5.May 09:45,1092350.51,1081025.95
5.May 09:50,1626846.83,1615120.32
5.May 09:55,1316270.27,1303879.17
5.May 10:00,1022898.72,1012785.65
5.May 10:05,1955646.59,1943857.63
5.May 10:10,1330334.11,1318332.27
5.May 10:15,1223196.77,1210999.71
5.May 10:20,1334100.21,1320689.44
5.May 10:25,1109187.41,1095378.91
5.May 10:30,1053431.87,1041611.33
5.May 10:35,1584670.45,1572391.73
5.May 10:40,1160025.55,1147491.55
5.May 10:45,1159784.67,1147884.59
5.May 10:50,1554739.15,1541951.41
5.May 10:55,1072670.03,1061764.53
5.May 11:00,1204553.57,1192930.48
5.May 11:05,1672012.29,1659456.13
5.May 11:10,1147475.97,1136010.83
5.May 11:15,1118080.77,1105833.2
5.May 11:20,1344085.76,1332068.29
5.May 11:25,1028870.75,1018202.32
5.May 11:30,1127552.03,1115127.36
5.May 11:35,1480431.47,1467639.95
5.May 11:40,1035684.21,1024586
5.May 11:45,1287612.43,1275693.04
5.May 11:50,1563099.17,1551203.04
5.May 11:55,1218410.69,1206701.49
5.May 12:00,1114563.87,1105211.44
5.May 12:05,1434802.64,1423755.09
5.May 12:10,1100239.89,1088202.59
5.May 12:15,2438705.92,2429581.41
5.May 12:20,4452697.57,4442658.27
5.May 12:25,1227713.92,1216883.36
5.May 12:30,1101034.11,1089799.63
5.May 12:35,1335288.16,1324283.17
5.May 12:40,1189083.36,1178920.64
5.May 12:45,1221885.47,1212363.81
5.May 12:50,1092482.59,1081822.32
5.May 12:55,990171.28,980778.99
5.May 13:00,1084460.8,1075269.09
5.May 13:05,2038838.64,2029282.88
5.May 13:10,1192116.32,1180275.81
5.May 13:15,1166064.05,1154820.83
5.May 13:20,1519210.45,1508507.87
5.May 13:25,1230659.63,1219938.99
5.May 13:30,1136118.35,1124756.69
5.May 13:35,1650479.15,1640226.61
5.May 13:40,1259751.52,1250114.24
5.May 13:45,880616.59,871542.72
5.May 13:50,1264325.31,1254638.96
5.May 13:55,1124163.6,1113838.93
5.May 14:00,1180679.2,1169837.39
5.May 14:05,1865392.69,1854952.11
5.May 14:10,1034927.63,1023723.84
5.May 14:15,1087783.41,1076580.53
5.May 14:20,1765047.79,1754220.64
5.May 14:25,1045855.55,1035037.12
5.May 14:30,2872363.95,2862298.45
5.May 14:35,1533528.03,1522619.52
5.May 14:40,1055713.17,1045434.96
5.May 14:45,1234926.45,1223553.84
5.May 14:50,4026330.77,4013477.95
5.May 14:55,1249586.29,1235969.63
5.May 15:00,1271445.73,1257673.01
5.May 15:05,1630034.75,1617732.96
5.May 15:10,1040230.4,1026558.85
5.May 15:15,960835.31,949550.56
5.May 15:20,1177087.92,1166961.44
5.May 15:25,1069299.92,1059385.84
5.May 15:30,1393752.08,1265408.11
5.May 15:35,1203683.31,1192323.47
5.May 15:40,1147554.45,1135657.84
5.May 15:45,1071471.15,1060850.16
5.May 15:50,1354235.04,1343496
5.May 15:55,1036854.91,1026602.56
5.May 16:00,1083820.99,1073433.2
5.May 16:05,1474365.41,1460142.08
5.May 16:10,1098579.36,1083794.72
5.May 16:15,1037411.2,1025828.93
5.May 16:20,1945015.95,1933247.28
5.May 16:25,1076973.87,1065734.27
5.May 16:30,1073615.87,1061136.35
5.May 16:35,1131898.05,1118661.71
5.May 16:40,1140093.92,1127235.6
5.May 16:45,1097666.51,1087321.71
5.May 16:50,1236488.56,1225832.05
5.May 16:55,1042315.01,1031415.52
5.May 17:00,1033230.21,1020027.31
5.May 17:05,1069646.24,1050208.83
5.May 17:10,969946.19,1353028.19
5.May 17:15,996758.19,990288.29
5.May 17:20,1257222.93,1245459.92
5.May 17:25,1048115.87,1037107.07
5.May 17:30,1027504.99,1016058.43
5.May 17:35,967772.11,957596.21
5.May 17:40,1122759.65,1110821.23
5.May 17:45,2058185.25,2045451.95
5.May 17:50,1194614,1181951.92
5.May 17:55,1032214.32,1021556.11
5.May 18:00,1018505.73,1007491.52
5.May 18:05,1725088.21,1712094.83
5.May 18:10,1127711.39,1115783.65
5.May 18:15,1565894.64,1554205.31
5.May 18:20,2826510.32,2815172.64
5.May 18:25,953633.33,942155.23
5.May 18:30,905826.48,896637.2
5.May 18:35,1773561.89,1762195.71
5.May 18:40,1039862.64,1027174.16
5.May 18:45,948832.93,938162.21
5.May 18:50,1904069.23,1893730.83
5.May 18:55,934458.53,924750.21
5.May 19:00,820121.39,811708
5.May 19:05,944636.37,935869.6
5.May 19:10,2115980.19,2105720.24
5.May 19:15,1719694.99,1710566.4
5.May 19:20,912506.53,903251.87
5.May 19:25,2553308.43,2543496.64
5.May 19:30,1340610.03,1331956.11
5.May 19:35,1187780.19,1179023.97
5.May 19:40,982608.05,973691.23
5.May 19:45,932801.55,924024.13
5.May 19:50,1217631.49,1203881.2
5.May 19:55,887168.32,877792.99
5.May 20:00,815053.65,807428.16
5.May 20:05,1087774.03,1078438.88
5.May 20:10,900391.23,891040.13
5.May 20:15,806956.91,797721.31
5.May 20:20,979577.07,969801.31
5.May 20:25,768789.41,759299.44
5.May 20:30,737247.12,729934.67
5.May 20:35,878659.47,869947.17
5.May 20:40,822907.12,814215.73
5.May 20:45,917243.95,906840.48
5.May 20:50,850568.91,840967.87
5.May 20:55,828089.28,820121.28
5.May 21:00,917567.04,908310.83
5.May 21:05,858150.37,850090.64
5.May 21:10,781157.39,773375.92
5.May 21:15,810228.96,802194.11
5.May 21:20,975728.64,966679.95
5.May 21:25,797041.79,788729.73
5.May 21:30,786598.96,774188.75
5.May 21:35,796038.77,787827.39
5.May 21:40,798995.31,790788.91
5.May 21:45,837451.01,828672
5.May 21:50,827439.57,818040.21
5.May 21:55,782644.48,773751.12
5.May 22:00,823843.39,815529.68
5.May 22:05,877469.2,869306.08
5.May 22:10,774184.64,765640.16
5.May 22:15,863806.27,854985.6
5.May 22:20,835198.11,825935.6
5.May 22:25,849187.57,839993.36
5.May 22:30,712138.05,703629.52
5.May 22:35,934571.84,925638.45
5.May 22:40,825283.12,817310.27
5.May 22:45,794136.29,784537.31
5.May 22:50,790182.08,781032.96
5.May 22:55,681381.89,673945.47
5.May 23:00,882337.09,872351.25
5.May 23:05,964204.11,952662.59
5.May 23:10,800049.09,789277.09
5.May 23:15,884814.35,874816.29
5.May 23:20,930397.76,919780.83
5.May 23:25,2723475.2,2713218.43
5.May 23:30,1664564.8,1654598.03
5.May 23:35,2194445.25,2183435.92
5.May 23:40,795463.73,785726.29
5.May 23:45,789617.79,780482.85
5.May 23:50,801188.88,792107.71
5.May 23:55,728278.77,717847.28
6.May 00:00,786720.93,778733.44
6.May 00:05,893091.52,884030.69
6.May 00:10,718336.53,711004.45
6.May 00:15,693827.81,685287.28
6.May 00:20,810098.13,800078.45
6.May 00:25,732140.83,724185.2
6.May 00:30,726591.49,717905.79
6.May 00:35,779709.49,773262.64
6.May 00:40,741346.03,1512365.41
6.May 00:45,676922.05,669645.76
6.May 00:50,834413.23,825941.09
6.May 00:55,784102.69,775884.8
6.May 01:00,730410.83,722945.44
6.May 01:05,795864.4,787436.64
6.May 01:10,773374.77,764873.95
6.May 01:15,1318309.89,1310347.92
6.May 01:20,758167.33,749395.39
6.May 01:25,752902.64,744862.69
6.May 01:30,713026.64,705891.47
6.May 01:35,833121.2,824730.85
6.May 01:40,696195.73,688580.35
6.May 01:45,692127.95,684128.32
6.May 01:50,871299.44,863435.63
6.May 01:55,682117.6,675154.48
6.May 02:00,634562.11,627595.2
6.May 02:05,1006741.65,998096.8
6.May 02:10,754752.91,746053.95
6.May 02:15,848782.85,839521.95
6.May 02:20,1035159.25,1025864.93
6.May 02:25,741540.72,733127.89
6.May 02:30,670821.12,663265.47
6.May 02:35,679384.93,670577.55
6.May 02:40,726302.93,719360.51
6.May 02:45,665153.52,657684.77
6.May 02:50,807525.6,799291.6
6.May 02:55,629243.87,622136.51
6.May 03:00,712710.91,705888.69
6.May 03:05,872535.44,864707.41
6.May 03:10,642704.77,635552.64
6.May 03:15,652473.81,644768.45
6.May 03:20,887172.03,879343.89
6.May 03:25,666921.76,659106.32
6.May 03:30,665664.27,657841.76
6.May 03:35,683721.44,675713.52
6.May 03:40,695659.01,688223.17
6.May 03:45,634994.29,627942.56
6.May 03:50,644144.69,637454.77
6.May 03:55,650079.63,642412.67
6.May 04:00,661758.29,654661.6
6.May 04:05,880326.51,872754.59
6.May 04:10,646056.37,639139.87
6.May 04:15,635675.2,628565.17
6.May 04:20,750960.8,743532.72
6.May 04:25,648458.96,640018.59
6.May 04:30,1010479.95,1001471.15
6.May 04:35,2504025.09,2497150.8
6.May 04:40,692580.88,684897.23
6.May 04:45,711594.59,704141.81
6.May 04:50,758274.88,750818.37
6.May 04:55,662645.09,654426.24
6.May 05:00,678870.19,671443.73
6.May 05:05,898907.39,890373.97
6.May 05:10,1112323.47,1103638.83
6.May 05:15,655568.99,647640.91
6.May 05:20,757957.73,750258.03
6.May 05:25,692512.69,684756.83
6.May 05:30,636977.39,629156.27
6.May 05:35,778963.15,771424.05
6.May 05:40,685417.2,678762.35
6.May 05:45,630371.65,622900.77
6.May 05:50,688727.81,681183.12
6.May 05:55,719563.89,712824.83
6.May 06:00,649183.2,642724.37
6.May 06:05,1103501.97,1095693.2
6.May 06:10,811466.75,804433.01
6.May 06:15,2188220.61,2180263.63
6.May 06:20,1757267.63,2150299.81
6.May 06:25,753301.92,749796
6.May 06:30,648849.97,642419.95
6.May 06:35,1306196.99,1298961.49
6.May 06:40,1037980,1031349.17
6.May 06:45,629932.08,622109.17
6.May 06:50,819841.52,812355.2
6.May 06:55,822883.36,815168.45
6.May 07:00,679768.32,672287.65
6.May 07:05,1237186.56,1229521.87
6.May 07:10,760470.93,753838.16
6.May 07:15,614926.45,607342
6.May 07:20,874475.25,866936.48
6.May 07:25,793673.17,785798.69
6.May 07:30,729387.52,721330.4
6.May 07:35,1280488.08,1270979.68
6.May 07:40,787740.69,780406.32
6.May 07:45,754771.81,746585.09
6.May 07:50,907903.36,899900.13
6.May 07:55,771122.13,762543.41
6.May 08:00,718367.49,710543.09
6.May 08:05,911146.27,901719.15
6.May 08:10,898840.61,889464.11
6.May 08:15,905113.41,893586.43
6.May 08:20,868526.11,859142.43
6.May 08:25,967442.05,957749.15
6.May 08:30,789967.25,780872.77
6.May 08:35,886612.56,876563.25
6.May 08:40,956063.68,946353.95
6.May 08:45,828200.59,818149.25
6.May 08:50,812431.09,803248.4
6.May 08:55,899817.04,889803.76
6.May 09:00,773523.36,764017.87
6.May 09:05,838612.35,828859.57
6.May 09:10,940784.91,929852.96
6.May 09:15,780877.84,773005.28
6.May 09:20,1009548.85,1000481.71
6.May 09:25,934122.91,924842.69
6.May 09:30,835844,826236.67
6.May 09:35,1146568.96,1135057.41
6.May 09:40,965372.69,955921.12
6.May 09:45,795896.56,783920.27
6.May 09:50,879883.63,871103.44
6.May 09:55,891936.32,883589.39
6.May 10:00,742981.76,734620.37
6.May 10:05,854868.99,845457.2
6.May 10:10,1030164.56,1020667.39
6.May 10:15,811232.43,801985.52
6.May 10:20,967876.13,958023.81
6.May 10:25,805553.49,796246.32
6.May 10:30,781021.65,771746.61
6.May 10:35,805029.97,795840.96
6.May 10:40,738942.59,730624.13
6.May 10:45,691770.48,683835.39
6.May 10:50,890425.68,882027.87
6.May 10:55,2556349.2,2548145.25
6.May 11:00,735914.27,728360.29
6.May 11:05,960588.67,951324.21
6.May 11:10,846963.12,838555.65
6.May 11:15,775634.8,766749.17
6.May 11:20,857077.04,847894.77
6.May 11:25,846388.51,837419.23
6.May 11:30,818437.15,809593.15
6.May 11:35,881618.51,871141.52
6.May 11:40,1603181.73,1595310.53
6.May 11:45,3641725.36,3633727.63
6.May 11:50,856461.17,847417.65
6.May 11:55,815650.29,807724.03
6.May 12:00,781276.72,773639.41
6.May 12:05,762945.65,754580.48
6.May 12:10,709239.68,700781.25
6.May 12:15,692107.84,682882.96
6.May 12:20,921131.65,913005.52
6.May 12:25,727232.32,717962.67
6.May 12:30,741387.63,732568.72
6.May 12:35,677318.08,669385.17
6.May 12:40,811792.37,803354.43
6.May 12:45,706944.93,698991.71
6.May 12:50,788525.09,779825.97
6.May 12:55,823941.63,814768.51
6.May 13:00,760654.16,752709.81
6.May 13:05,841498.13,833166.64
6.May 13:10,723262.69,715725.01
6.May 13:15,696875.17,688830.8
6.May 13:20,978121.76,968898.67
6.May 13:25,696514.08,688938.16
6.May 13:30,705485.23,696782.8
6.May 13:35,703670.21,695394.72
6.May 13:40,632381.65,624823.79
6.May 13:45,723246.85,715519.41
6.May 13:50,915043.52,906925.81
6.May 13:55,711518.56,704143.87
6.May 14:00,653981.81,646622.08
6.May 14:05,955202.67,947595.2
6.May 14:10,2144932.32,2137234.43
6.May 14:15,802085.12,793738.88
6.May 14:20,1203189.76,1194195.52
6.May 14:25,740922.48,733400
6.May 14:30,712299.55,704352.56
6.May 14:35,767549.12,759804.61
6.May 14:40,657949.63,650855.79
6.May 14:45,855290.48,846493.17
6.May 14:50,1469887.33,1461619.07
6.May 14:55,2245751.44,2237876.99
6.May 15:00,697167.01,689630.85
6.May 15:05,857816.51,847068.72
6.May 15:10,730888.99,718668.61
6.May 15:15,736714,727903.15
6.May 15:20,2969025.73,2960866.11
6.May 15:25,785533.33,778195.92
6.May 15:30,713312.19,705890.29
6.May 15:35,1083792.27,1074119.84
6.May 15:40,766824.19,758959.63
6.May 15:45,775987.55,767973.49
6.May 15:50,952425.12,943989.28
6.May 15:55,755115.65,747041.36
6.May 16:00,642232,635678.69
6.May 16:05,849001.44,837279.17
6.May 16:10,810527.81,799111.68
6.May 16:15,763632.77,755180.08
6.May 16:20,842885.68,834562.4
6.May 16:25,793339.31,784501.09
6.May 16:30,917388.43,907487.44
6.May 16:35,899770.21,888824.13
6.May 16:40,805394.05,794791.92
6.May 16:45,764446.11,756262.83
6.May 16:50,916807.09,909109.07
6.May 16:55,666833.15,658923.31
6.May 17:00,703415.28,689781.33
6.May 17:05,832197.95,818367.33
6.May 17:10,845132.19,837356.8
6.May 17:15,706528.35,699361.79
6.May 17:20,898484.88,890226.69
6.May 17:25,713015.25,705258.27
6.May 17:30,694190.61,686824.4
6.May 17:35,922108.16,914142.05
6.May 17:40,668851.25,662053.89
6.May 17:45,677125.01,669852.13
6.May 17:50,921046.51,913378
6.May 17:55,750549.28,743390.13
6.May 18:00,764001.87,755801.2
6.May 18:05,936698.48,928107.65
6.May 18:10,790306.32,781658.45
6.May 18:15,795407.31,786739.17
6.May 18:20,1009779.92,1386058.45
6.May 18:25,715339.71,710827.68
6.May 18:30,1864296.72,1856363.36
6.May 18:35,1594205.09,1587119.25
6.May 18:40,689440.13,682641.07
6.May 18:45,735457.41,727421.33
6.May 18:50,3114916.91,3107670.13
6.May 18:55,738499.33,731020.61
6.May 19:00,789280.19,781539.47
6.May 19:05,766551.68,758926.59
6.May 19:10,709504.24,702098.88
6.May 19:15,714371.57,707837.52
6.May 19:20,838495.68,831406.67
6.May 19:25,706411.36,699271.44
6.May 19:30,652783.76,644983.52
6.May 19:35,805754.85,797045.57
6.May 19:40,709976.19,703334.13
6.May 19:45,654513.31,647081.36
6.May 19:50,794144.61,787370.75
6.May 19:55,658222.21,650459.97
6.May 20:00,673612.72,666556.77
6.May 20:05,847697.41,840289.97
6.May 20:10,695416,687716.96
6.May 20:15,699809.97,691840.88
6.May 20:20,779212.51,771762.96
6.May 20:25,1052969.73,1044912.93
6.May 20:30,721835.89,714114.24
6.May 20:35,755044.05,747605.36
